,SIT,Field1,TEXT
1085,"When I got 21/30 points in an exam of statistics. The result was á unexpected and it made me realize that statistics do not á surpass my abilities, as I have sometimes thought.",joy,"Ketika saya mendapat 21/30 poin dalam ujian statistik. Hasilnya á tidak terduga dan membuat saya sadar bahwa statistik tidak melebihi kemampuan saya, seperti yang kadang-kadang saya pikirkan."
1086,When a big angry dog put its snout on my arm and had I made one á movement it would have bitten me.,fear,Ketika seekor anjing besar yang marah meletakkan moncongnya di lenganku dan seandainya aku membuat satu gerakan á itu akan menggigitku.
1087,When my room-mates were watching video-tapes and prevented me á from watching the news.  The first feeling I had was that I was á being treated unfairly and then came the feeling of anger.,anger,Ketika teman-teman sekamar saya menonton kaset video dan mencegah saya untuk menonton berita. Perasaan pertama yang saya miliki adalah bahwa saya diperlakukan tidak adil dan kemudian muncul perasaan marah.
1088,"[ When after a night of sleeping in another's arms, one wakes á alone and knows that the lonely arms of the night are not the á same that one meets in the morning.]",sadness,"[Ketika setelah malam tidur dalam pelukan orang lain, seseorang bangun á sendirian dan tahu bahwa lengan kesepian malam itu tidak sama dengan yang ditemui seseorang di pagi hari.]"
1089,"When an unpleasant person tried to make friends with me.  A á subtle, small, insignificant, grey being whose helplessness and á neutrality evoked the feeling of disgust in me.",disgust,"Ketika seseorang yang tidak menyenangkan mencoba berteman dengan saya. Makhluk abu-abu yang halus, kecil, tidak berarti, yang ketidakberdayaan dan netralitasnya membangkitkan perasaan jijik pada saya."
1090,Badly chosen words to a vague acquaintance of mine made me feel á ashamed at having given the wrong impression about what I wanted á to say.  Thoughtlessness.,shame,Kata-kata yang dipilih dengan buruk untuk seorang kenalan saya yang samar-samar membuat saya merasa malu telah memberikan kesan yang salah tentang apa yang ingin saya katakan. Kesembronoan.
1091,"When I behaved improperly - fought in a public place.  á Afterwards, I felt guilty about my conduct.",guilt,"Ketika saya berperilaku tidak benar - bertempur di tempat umum. á Setelah itu, saya merasa bersalah atas perilaku saya."
1092,When my friend told me that he would come and meet me in a á moment.,joy,Ketika teman saya mengatakan kepada saya bahwa dia akan datang dan menemui saya sebentar lagi.
1093,My father had been drinking and I feared him when we went to bed á at night.,fear,Ayah saya telah minum dan saya takut padanya ketika kami pergi tidur á di malam hari.
1094,My friends promised me that they would definitely call me to tell á me if they were visiting me or not.,anger,Teman-teman saya berjanji kepada saya bahwa mereka pasti akan memanggil saya untuk memberi tahu saya jika mereka mengunjungi saya atau tidak.
1095,A close friend of mine had not contacted me for a long time.,sadness,Seorang teman dekat saya sudah lama tidak menghubungi saya.
1096,A friend of mine came to see me when he was quite drunk.,disgust,Seorang teman saya datang menemui saya ketika dia cukup mabuk.
1097,I said something especially stupid which I did not mean at all.,shame,Saya mengatakan sesuatu yang sangat bodoh yang tidak saya maksud sama sekali.
1098,"I did not go to help a friend of mine, though she probably needed á me.",guilt,"Saya tidak pergi untuk membantu teman saya, meskipun dia mungkin membutuhkan saya."
1099,"When I felt that an exam, which I had feared, was an easy one and á went well.",joy,"Ketika saya merasa bahwa ujian, yang saya takuti, adalah ujian yang mudah dan berjalan dengan baik."
1100,I was afraid when my dog ran out through a crack in the fence á when  a train was coming.,fear,Saya takut ketika anjing saya berlari melalui celah di pagar á saat kereta datang.
1101,"When a friend of mine was drawn into a fight because of the á stupid gang he belonged to. I felt angry with him and his á friends. They could not think about anything sensible, but would á fool around without taking into consideration the feelings of á other persons.á ",anger,"Ketika seorang teman saya terlibat perkelahian karena geng bodoh yang menjadi miliknya. Saya merasa marah padanya dan teman-temannya. Mereka tidak bisa memikirkan sesuatu yang masuk akal, tetapi akan á bermain-main tanpa mempertimbangkan perasaan á orang lain.á"
1102,I felt sad after having had an argument with my boyfriend.  I felt á that he did not understand me and that there was no point in á carrying on with the relationship.,sadness,Saya merasa sedih setelah berdebat dengan pacar saya. Saya merasa bahwa dia tidak mengerti saya dan tidak ada gunanya melanjutkan hubungan itu.
1103,"I detested my father who was a drunkard.  He would rave, á threaten and blame my mother and me.  He finally drove us away á from home.",disgust,"Saya membenci ayah saya yang adalah seorang pemabuk. Dia akan memuji, threat mengancam dan menyalahkan ibu saya dan saya. Dia akhirnya mengusir kami pergi dari rumah."
1104,"When I was on holiday with my former boyfriend, he hit me and á behaved in a very evil and ugly manner in front of the hotel á personnel.",shame,"Ketika saya sedang berlibur dengan mantan pacar saya, dia memukul saya dan berperilaku sangat jahat dan jelek di depan personil hotel."
1105,"When as a child I stole, from a friend of mine, the ring she had á got in an easter egg.",guilt,"Ketika saya masih anak-anak, saya mencuri, dari seorang teman saya, cincin yang dia dapatkan di telur paskah."
1106,"When I got home from a pleasant trip abroad, I got to know that I á had been accepted at university.",joy,"Ketika saya pulang dari perjalanan yang menyenangkan ke luar negeri, saya mengetahui bahwa saya telah diterima di universitas."
1107,"At school, I had acted against the will of the group, and the á next day they promised to take revenge on me.",fear,"Di sekolah, saya telah bertindak melawan kehendak kelompok, dan pada hari berikutnya mereka berjanji untuk membalas dendam kepada saya."
1108,"My mother had for some time been trying to separate me from a á good friend who, she thought, was not good company for me.  á Finally, at breakfast one day, we had an argument and I tried to á defend my friend.",anger,"Ibuku selama beberapa waktu berusaha memisahkan aku dari seorang teman baik yang, menurutnya, bukan teman yang baik untukku. Finally Akhirnya, saat sarapan suatu hari, kami berdebat dan saya mencoba untuk membela teman saya."
1109,I got to know about the death of a close friend.,sadness,Saya tahu tentang kematian seorang teman dekat.
1110,"When I was watching a movie with many violent episodes.  They á accurately showed the cutting of corpses, etc...",disgust,"Ketika saya sedang menonton film dengan banyak episode kekerasan. Mereka á secara akurat menunjukkan pemotongan mayat, dll ..."
1111,"When I was caught telling a white lie.  At that time, I was not á allowed to stay outdoors after 8 p.m.  One day when I was late, I á made up a story that our neighbour had invited me to his place, á though I had actually forgotten about the time while playing with á my pals.",shame,"Saat saya ketahuan berbohong putih. Pada saat itu, saya tidak diizinkan untuk tetap berada di luar setelah jam 8 malam. Suatu hari ketika saya terlambat, saya membuat sebuah cerita bahwa tetangga kami telah mengundang saya ke tempatnya, meskipun saya benar-benar lupa tentang waktu saat bermain dengan teman-teman saya."
1112,"When before the last exam I have taken, I went out instead of á studying.",guilt,"Ketika sebelum ujian terakhir yang saya ambil, saya keluar bukannya belajar."
1113,When I was pressing figures on the curtain cloth. I had bought á the cloth after months of hindrances.,joy,Ketika saya menekan angka-angka di kain tirai. Saya telah membeli kain setelah berbulan-bulan rintangan.
1114,I am a kindergarten teacher and I am thoroughly weary of my job.  á After having taken the university entrance exam I suffered from á anxiety for weeks as I did not want to carry on with my work - studies á were the only alternative. ,fear,"Saya seorang guru taman kanak-kanak dan saya benar-benar lelah dengan pekerjaan saya. After Setelah mengikuti ujian masuk universitas, saya menderita á kegelisahan selama berminggu-minggu karena saya tidak ingin melanjutkan pekerjaan - studi - adalah satu-satunya alternatif."
1115,"My life-partner, who was drinking more and more, spoke about á kicking the cat.  He had never done anything of the kind, but I á knew that he would do so one day, without thinking about it.",anger,"Pasangan hidup saya, yang semakin banyak minum, berbicara tentang kick menendang kucing. Dia belum pernah melakukan hal semacam itu, tapi aku tahu dia akan melakukannya suatu hari, tanpa memikirkannya."
1116,"Estrangement from my best woman friend.  We have been going á different ways for quite some time now, but the break was total á when she got married as her husband is unreasonably jealous of me.",sadness,"Keterasingan dari sahabat wanitaku. Kami telah pergi á cara yang berbeda untuk beberapa waktu sekarang, tetapi istirahat total á ketika dia menikah karena suaminya cemburu padaku."
1117,"My life-partner is going through a crisis (way of life, old-fashioned values) á and can only get out of it by talking bold decisions.  I have á noticed his cowardice and attempts to escape his problems by á drinking.  I detest his drinking and his being full of self-pity.",disgust,"Pasangan hidup saya sedang mengalami krisis (cara hidup, nilai-nilai kuno) á dan hanya bisa keluar darinya dengan berbicara keputusan berani. Saya telah memperhatikan pengecutnya dan berusaha untuk keluar dari masalahnya dengan minum. Aku benci dia minum dan dia mengasihani diri sendiri."
1118,"Again, a quarrel had come up in our difficult relationship.  My á life-partner threw all the books off the shelf.  I am sure that it á disturbed our neighbours since this happened late in the night.",shame,"Sekali lagi, pertengkaran muncul dalam hubungan kami yang sulit. Pasangan hidup saya melempar semua buku dari rak. Saya yakin itu mengganggu tetangga kami karena ini terjadi larut malam."
1119,"A lonely, neurotic, shy girl lives nearby. She has expressed a á wish to meet me, I have however avoided her (turned down an á invitation) as the crisis my partner is going through uses up all á my empathy.",guilt,"Gadis pemalu yang kesepian, neurotik, tinggal di dekat situ. Dia telah menyatakan keinginannya untuk bertemu saya, namun saya telah menghindarinya (menolak undangan) karena krisis yang dialami pasangan saya menghabiskan semua empati saya."
